signing_date,publication_date,executive_order_number,title,Generated_Initial_Codes,Finalized_Theme_Name,Theme_Confidence_Score,citation,document_number,end_page,html_url,pdf_url,type,subtype,start_page,disposition_notes,not_received_for_publication
2025-07-17,2025-07-23,14317,Creating Schedule G in the Excepted Service,Public Admin,"Workforce, Training, and Retirement Security",0.93,90 FR 34753,2025-13925,34755,https://www.federalregister.gov/documents/2025/07/23/2025-13925/creating-schedule-g-in-the-excepted-service,https://www.govinfo.gov/content/pkg/FR-2025-07-23/pdf/2025-13925.pdf,Presidential Document,Executive Order,34753,,
2025-07-23,2025-07-28,14319,Preventing Woke AI in the Federal Government,Public Admin,Executive Coordination and Administrative Task Forces,0.99,90 FR 35389,2025-14217,35391,https://www.federalregister.gov/documents/2025/07/28/2025-14217/preventing-woke-ai-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2025-07-28/pdf/2025-14217.pdf,Presidential Document,Executive Order,35389,"See: EO 13960, December 3, 2020",
2025-07-23,2025-07-28,14320,Promoting the Export of the American AI Technology Stack,Trade; Science Technology,"Trade, Tariffs, and Export Promotion",1,90 FR 35393,2025-14218,35395,https://www.federalregister.gov/documents/2025/07/28/2025-14218/promoting-the-export-of-the-american-ai-technology-stack,https://www.govinfo.gov/content/pkg/FR-2025-07-28/pdf/2025-14218.pdf,Presidential Document,Executive Order,35393,,
2025-07-23,2025-07-28,14318,Accelerating Federal Permitting of Data Center Infrastructure,Science Technology,"Technology, Science, and Artificial Intelligence Development",1,90 FR 35385,2025-14212,35388,https://www.federalregister.gov/documents/2025/07/28/2025-14212/accelerating-federal-permitting-of-data-center-infrastructure,https://www.govinfo.gov/content/pkg/FR-2025-07-28/pdf/2025-14212.pdf,Presidential Document,Executive Order,35385,"Revokes: EO 14141, January 14, 2025",
2025-07-24,2025-07-29,14321,Ending Crime and Disorder on America's Streets,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 35817,2025-14391,35820,https://www.federalregister.gov/documents/2025/07/29/2025-14391/ending-crime-and-disorder-on-americas-streets,https://www.govinfo.gov/content/pkg/FR-2025-07-29/pdf/2025-14391.pdf,Presidential Document,Executive Order,35817,,
2025-07-24,2025-07-29,14322,Saving College Sports,Education,Cultural Heritage and National Pastime,0.98,90 FR 35821,2025-14392,35824,https://www.federalregister.gov/documents/2025/07/29/2025-14392/saving-college-sports,https://www.govinfo.gov/content/pkg/FR-2025-07-29/pdf/2025-14392.pdf,Presidential Document,Executive Order,35821,"See: EO 14400, April 3, 2026",
2025-07-30,2025-08-05,14323,Addressing Threats to the United States by the Government of Brazil,International Affairs,Foreign Policy and External Relations,1,90 FR 37739,2025-14896,37773,https://www.federalregister.gov/documents/2025/08/05/2025-14896/addressing-threats-to-the-united-states-by-the-government-of-brazil,https://www.govinfo.gov/content/pkg/FR-2025-08-05/pdf/2025-14896.pdf,Presidential Document,Executive Order,37739,"See: EO 14257 of April 2, 2025; Proc. 10976, September 29, 2025; EO 14361, November 20, 2025; EO 14389, February 20, 2026",
2025-07-30,2025-08-05,14324,Suspending Duty-Free De Minimis Treatment for All Countries,Trade,"Trade, Tariffs, and Export Promotion",1,90 FR 37775,2025-14897,37780,https://www.federalregister.gov/documents/2025/08/05/2025-14897/suspending-duty-free-de-minimis-treatment-for-all-countries,https://www.govinfo.gov/content/pkg/FR-2025-08-05/pdf/2025-14897.pdf,Presidential Document,Executive Order,37775,"Supersedes: EO 14256, April 2, 2025 (in part)
 See: EO 14193, February 1, 2025; EO 14194, EO 14195, February 1, 2025; February 1, 2025; EO 14200, February 5, 2025; EO 14226, March 2, 2025; EO 14227, March 2, 2025; EO 14257, April 2, 2025; EO 14289, April 29, 2025; Notice of March 24, 2026 (91 FR 15517)
 Amended by: EO 14388, February 20, 2026",
2025-07-31,2025-08-06,14325,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 37957,2025-14999,37962,https://www.federalregister.gov/documents/2025/08/06/2025-14999/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-08-06/pdf/2025-14999.pdf,Presidential Document,Executive Order,37957,"See: EO 14193, February 1, 2025; EO 14289, April 29, 2025",
2025-07-31,2025-08-06,14327,"President's Council on Sports, Fitness, and Nutrition, and the Reestablishment of the Presidential Fitness Test",Public Admin,Executive Coordination and Administrative Task Forces,0.99,90 FR 37993,2025-15011,37996,https://www.federalregister.gov/documents/2025/08/06/2025-15011/presidents-council-on-sports-fitness-and-nutrition-and-the-reestablishment-of-the-presidential,https://www.govinfo.gov/content/pkg/FR-2025-08-06/pdf/2025-15011.pdf,Presidential Document,Executive Order,37993,"See: EO 10830, July 24, 1959
 Revokes: EO 12345, February 2, 1982; EO 13824, February 26, 2018
 Amends: EO 13265, June 6, 2002",
2025-07-31,2025-08-06,14326,Further Modifying the Reciprocal Tariff Rates,,"Trade, Tariffs, and Export Promotion",1,90 FR 37963,2025-15010,37992,https://www.federalregister.gov/documents/2025/08/06/2025-15010/further-modifying-the-reciprocal-tariff-rates,https://www.govinfo.gov/content/pkg/FR-2025-08-06/pdf/2025-15010.pdf,Presidential Document,Executive Order,37963,"See: EO 14257, April 2, 2025; EO 14298, May 12, 2025; EO 14345, September 4, 2025; EO 14346, September 5, 2025; Notice of March 24, 2026 (91 FR 15517)",
2025-08-05,2025-08-08,14328,Establishing the White House Task Force on the 2028 Summer Olympics,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 38597,2025-15193,38599,https://www.federalregister.gov/documents/2025/08/08/2025-15193/establishing-the-white-house-task-force-on-the-2028-summer-olympics,https://www.govinfo.gov/content/pkg/FR-2025-08-08/pdf/2025-15193.pdf,Presidential Document,Executive Order,38597,,
2025-08-06,2025-08-11,14329,Addressing Threats to the United States by the Government of the Russian Federation,International Affairs; Defense,Foreign Policy and External Relations,0.99,90 FR 38701,2025-15267,38704,https://www.federalregister.gov/documents/2025/08/11/2025-15267/addressing-threats-to-the-united-states-by-the-government-of-the-russian-federation,https://www.govinfo.gov/content/pkg/FR-2025-08-11/pdf/2025-15267.pdf,Presidential Document,Executive Order,38701,"See: EO 14024, April 15, 2021; EO 14066, March 8, 2022; EO 14257, April 2, 2025; Proc. 10976, September 29, 2025; EO 14389, February 20, 2026; Notice of March 24, 2026 (91 FR 15515)",
2025-08-07,2025-08-12,14330,Democratizing Access to Alternative Assets for 401(k) Investors,Commerce,Domestic Investment and Market Competition,0.93,90 FR 38921,2025-15340,38923,https://www.federalregister.gov/documents/2025/08/12/2025-15340/democratizing-access-to-alternative-assets-for-401k-investors,https://www.govinfo.gov/content/pkg/FR-2025-08-12/pdf/2025-15340.pdf,Presidential Document,Executive Order,38921,,
2025-08-07,2025-08-12,14331,Guaranteeing Fair Banking for All Americans,Commerce,Domestic Investment and Market Competition,1,90 FR 38925,2025-15341,38927,https://www.federalregister.gov/documents/2025/08/12/2025-15341/guaranteeing-fair-banking-for-all-americans,https://www.govinfo.gov/content/pkg/FR-2025-08-12/pdf/2025-15341.pdf,Presidential Document,Executive Order,38925,,
2025-08-07,2025-08-12,14332,Improving Oversight of Federal Grantmaking,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 38929,2025-15344,38933,https://www.federalregister.gov/documents/2025/08/12/2025-15344/improving-oversight-of-federal-grantmaking,https://www.govinfo.gov/content/pkg/FR-2025-08-12/pdf/2025-15344.pdf,Presidential Document,Executive Order,38929,,
2025-08-11,2025-08-14,14334,Further Modifying Reciprocal Tariff Rates To Reflect Ongoing Discussions With the People's Republic of China,Trade,"Trade, Tariffs, and Export Promotion",1,90 FR 39305,2025-15554,39306,https://www.federalregister.gov/documents/2025/08/14/2025-15554/further-modifying-reciprocal-tariff-rates-to-reflect-ongoing-discussions-with-the-peoples-republic,https://www.govinfo.gov/content/pkg/FR-2025-08-14/pdf/2025-15554.pdf,Presidential Document,Executive Order,39305,"See: EO 14257, April 2, 2025; EO 14259, April 8, 2025; EO 14266, April 9, 2025; EO 14298, May 12, 2025; Notice of March 24, 2026 (91 FR 15517)",
2025-08-11,2025-08-14,14333,Declaring a Crime Emergency in the District of Columbia,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 39301,2025-15550,39303,https://www.federalregister.gov/documents/2025/08/14/2025-15550/declaring-a-crime-emergency-in-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2025-08-14/pdf/2025-15550.pdf,Presidential Document,Executive Order,39301,"See: EO 14339, August 25, 2025; EO 14340, August 25, 2025",
2025-08-13,2025-08-19,14337,Revocation of Executive Order on Competition,Commerce,Domestic Investment and Market Competition,1,90 FR 40227,2025-15824,40227,https://www.federalregister.gov/documents/2025/08/19/2025-15824/revocation-of-executive-order-on-competition,https://www.govinfo.gov/content/pkg/FR-2025-08-19/pdf/2025-15824.pdf,Presidential Document,Executive Order,40227,"Revokes: EO 14036 of July 9, 2021",
2025-08-13,2025-08-19,14335,Enabling Competition in the Commercial Space Industry,Commerce,Domestic Investment and Market Competition,1,90 FR 40219,2025-15822,40221,https://www.federalregister.gov/documents/2025/08/19/2025-15822/enabling-competition-in-the-commercial-space-industry,https://www.govinfo.gov/content/pkg/FR-2025-08-19/pdf/2025-15822.pdf,Presidential Document,Executive Order,40219,,
2025-08-13,2025-08-19,14336,Ensuring American Pharmaceutical Supply Chain Resilience by Filling the Strategic Active Pharmaceutical Ingredients Reserve,Health,"National Security, Defense, and Strategic Resilience",1,90 FR 40223,2025-15823,40225,https://www.federalregister.gov/documents/2025/08/19/2025-15823/ensuring-american-pharmaceutical-supply-chain-resilience-by-filling-the-strategic-active,https://www.govinfo.gov/content/pkg/FR-2025-08-19/pdf/2025-15823.pdf,Presidential Document,Executive Order,40223,"See: EO 13944, August 6, 2020",
2025-08-21,2025-08-26,14338,Improving Our Nation Through Better Design,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 41759,2025-16396,41760,https://www.federalregister.gov/documents/2025/08/26/2025-16396/improving-our-nation-through-better-design,https://www.govinfo.gov/content/pkg/FR-2025-08-26/pdf/2025-16396.pdf,Presidential Document,Executive Order,41759,,
2025-08-25,2025-08-28,14340,Measures To End Cashless Bail and Enforce the Law in the District of Columbia,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 42125,2025-16615,42126,https://www.federalregister.gov/documents/2025/08/28/2025-16615/measures-to-end-cashless-bail-and-enforce-the-law-in-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2025-08-28/pdf/2025-16615.pdf,Presidential Document,Executive Order,42125,"See: EO 14252, March 27, 2025; EO 14333, August 11, 2025",
2025-08-25,2025-08-28,14341,Prosecuting Burning of the American Flag,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 42127,2025-16616,42128,https://www.federalregister.gov/documents/2025/08/28/2025-16616/prosecuting-burning-of-the-american-flag,https://www.govinfo.gov/content/pkg/FR-2025-08-28/pdf/2025-16616.pdf,Presidential Document,Executive Order,42127,,
2025-08-25,2025-08-28,14339,Additional Measures To Address the Crime Emergency in the District of Columbia,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 42121,2025-16614,42123,https://www.federalregister.gov/documents/2025/08/28/2025-16614/additional-measures-to-address-the-crime-emergency-in-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2025-08-28/pdf/2025-16614.pdf,Presidential Document,Executive Order,42121,"See: EO 14252, March 27, 2025; EO 14333, August 11, 2025",
2025-08-25,2025-08-28,14342,Taking Steps To End Cashless Bail To Protect Americans,Law Crime,"Public Order, Crime, and Border Enforcement",1,90 FR 42129,2025-16618,42130,https://www.federalregister.gov/documents/2025/08/28/2025-16618/taking-steps-to-end-cashless-bail-to-protect-americans,https://www.govinfo.gov/content/pkg/FR-2025-08-28/pdf/2025-16618.pdf,Presidential Document,Executive Order,42129,,
2025-08-28,2025-09-03,14343,Further Exclusions From the Federal Labor- Management Relations Program,Labor,"Workforce, Training, and Retirement Security",1,90 FR 42683,2025-16924,42684,https://www.federalregister.gov/documents/2025/09/03/2025-16924/further-exclusions-from-the-federal-labor--management-relations-program,https://www.govinfo.gov/content/pkg/FR-2025-09-03/pdf/2025-16924.pdf,Presidential Document,Executive Order,42683,"Amends: EO 12171, November 19, 1979
 See: EO 14251, March 27, 2025",
2025-08-28,2025-09-03,14344,Making Federal Architecture Beautiful Again,Public Admin,"Public Lands, Parks, and Timber Production",0.98,90 FR 42685,2025-16928,42689,https://www.federalregister.gov/documents/2025/09/03/2025-16928/making-federal-architecture-beautiful-again,https://www.govinfo.gov/content/pkg/FR-2025-09-03/pdf/2025-16928.pdf,Presidential Document,Executive Order,42685,,
2025-09-04,2025-09-09,14345,Implementing the United States-Japan Agreement,International Affairs,Foreign Policy and External Relations,1,90 FR 43535,2025-17389,43538,https://www.federalregister.gov/documents/2025/09/09/2025-17389/implementing-the-united-states-japan-agreement,https://www.govinfo.gov/content/pkg/FR-2025-09-09/pdf/2025-17389.pdf,Presidential Document,Executive Order,43535,"See: EO 14257, April 2, 2025; Proc. 9704, March 8, 2018; Proc. 9705, March 8, 2018; Proc. 9888, May 17, 2019; Proc. 10962, July 30, 2025; EO 14326, July 31, 2025; Notice of March 24, 2026 (91 FR 15517)",
2025-09-05,2025-09-10,14348,Strengthening Efforts To Protect U.S. Nationals From Wrongful Detention Abroad,International Affairs,Foreign Policy and External Relations,1,90 FR 43895,2025-17509,43897,https://www.federalregister.gov/documents/2025/09/10/2025-17509/strengthening-efforts-to-protect-us-nationals-from-wrongful-detention-abroad,https://www.govinfo.gov/content/pkg/FR-2025-09-10/pdf/2025-17509.pdf,Presidential Document,Executive Order,43895,"See: EO 11295, August 5, 1966",
2025-09-05,2025-09-10,14347,Restoring the United States Department of War,Defense,"National Security, Defense, and Strategic Resilience",1,90 FR 43893,2025-17508,43894,https://www.federalregister.gov/documents/2025/09/10/2025-17508/restoring-the-united-states-department-of-war,https://www.govinfo.gov/content/pkg/FR-2025-09-10/pdf/2025-17508.pdf,Presidential Document,Executive Order,43893,,
2025-09-05,2025-09-10,14346,Modifying the Scope of Reciprocal Tariffs and Establishing Procedures for Implementing Trade and Security Agreements,Trade; Defense,"Trade, Tariffs, and Export Promotion",1,90 FR 43737,2025-17507,43892,https://www.federalregister.gov/documents/2025/09/10/2025-17507/modifying-the-scope-of-reciprocal-tariffs-and-establishing-procedures-for-implementing-trade-and,https://www.govinfo.gov/content/pkg/FR-2025-09-10/pdf/2025-17507.pdf,Presidential Document,Executive Order,43737,"See: Proc. 9704, March 8, 2018; Proc. 9705, March 8, 2018; Proc. 9888, May 17, 2019; EO 14257, April 2, 2025; Proc. 10962, July 30, 2025; EO 14326, July 31, 2025; Proc. 10976, September 29, 2025; EO 14360, November 14, 2025; Proc. 10999, December 29, 2025; Notice of March 24, 2026 (91 FR 15517)",
2025-09-16,2025-09-23,14350,Further Extending the TikTok Enforcement Delay,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 45903,2025-18482,45904,https://www.federalregister.gov/documents/2025/09/23/2025-18482/further-extending-the-tiktok-enforcement-delay,https://www.govinfo.gov/content/pkg/FR-2025-09-23/pdf/2025-18482.pdf,Presidential Document,Executive Order,45903,"See: EO 14166, January 20, 2025; EO 14310, June 19, 2025; EO 14352, September 25, 2025",
2025-09-16,2025-09-23,14349,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,Transportation; Labor,Infrastructure and Maritime Transportation Rules,0.94,90 FR 45901,2025-18479,45902,https://www.federalregister.gov/documents/2025/09/23/2025-18479/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.govinfo.gov/content/pkg/FR-2025-09-23/pdf/2025-18479.pdf,Presidential Document,Executive Order,45901,"See: EO 14374, January 14, 2026",
2025-09-19,2025-09-24,14351,The Gold Card,,Domestic Investment and Market Competition,1,90 FR 46031,2025-18602,46033,https://www.federalregister.gov/documents/2025/09/24/2025-18602/the-gold-card,https://www.govinfo.gov/content/pkg/FR-2025-09-24/pdf/2025-18602.pdf,Presidential Document,Executive Order,46031,,
2025-09-25,2025-09-30,14352,Saving TikTok While Protecting National Security,International Affairs; Science Technology,"National Security, Defense, and Strategic Resilience",0.99,90 FR 47219,2025-19139,47223,https://www.federalregister.gov/documents/2025/09/30/2025-19139/saving-tiktok-while-protecting-national-security,https://www.govinfo.gov/content/pkg/FR-2025-09-30/pdf/2025-19139.pdf,Presidential Document,Executive Order,47219,"Revokes: Memo. of July 24, 2024
 See: EO 14166, January 20, 2025; EO 14258, April 4, 2025; EO 14310, June 19, 2025; EO 14350, September 16, 2025",
2025-09-29,2025-10-06,14354,Continuance of Certain Federal Advisory Committees,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 48145,2025-19485,48146,https://www.federalregister.gov/documents/2025/10/06/2025-19485/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2025-10-06/pdf/2025-19485.pdf,Presidential Document,Executive Order,48145,"Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12916, May 13, 1994; EO 12963, June 14, 1995; EO 12994, March 21, 1996; EO 13179, December 7, 2000; EO 13265, June 6, 2002; EO 13540, April 26, 2010; EO 14109, September 29, 2023; EO 14177, January 23, 2025; EO 14283, April 23, 2025; EO 14291, May 1, 2025
 Supersedes (in part): EO 14109, September 29, 2023",
2025-09-29,2025-10-06,14353,Assuring the Security of the State of Qatar,Defense,"National Security, Defense, and Strategic Resilience",1,90 FR 48143,2025-19483,48144,https://www.federalregister.gov/documents/2025/10/06/2025-19483/assuring-the-security-of-the-state-of-qatar,https://www.govinfo.gov/content/pkg/FR-2025-10-06/pdf/2025-19483.pdf,Presidential Document,Executive Order,48143,,
2025-09-30,2025-10-07,14355,Unlocking Cures for Pediatric Cancer With Artificial Intelligence,Health; Science Technology,"Health, Reproductive Care, and Medical Research",0.98,90 FR 48153,2025-19495,48155,https://www.federalregister.gov/documents/2025/10/07/2025-19495/unlocking-cures-for-pediatric-cancer-with-artificial-intelligence,https://www.govinfo.gov/content/pkg/FR-2025-10-07/pdf/2025-19495.pdf,Presidential Document,Executive Order,48153,"See: EO 14212, February 13, 2025",
2025-10-15,2025-10-20,14356,Ensuring Continued Accountability in Federal Hiring,Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 48387,2025-19614,48389,https://www.federalregister.gov/documents/2025/10/20/2025-19614/ensuring-continued-accountability-in-federal-hiring,https://www.govinfo.gov/content/pkg/FR-2025-10-20/pdf/2025-19614.pdf,Presidential Document,Executive Order,48387,"See: EO 14170, January 20, 2025; EO 14210, February 11, 2025",
2025-11-04,2025-11-07,14357,Modifying Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,International Affairs; Health; Law Crime,"Public Order, Crime, and Border Enforcement",0.99,90 FR 50725,2025-19825,50727,https://www.federalregister.gov/documents/2025/11/07/2025-19825/modifying-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china,https://www.govinfo.gov/content/pkg/FR-2025-11-07/pdf/2025-19825.pdf,Presidential Document,Executive Order,50725,,
2025-11-04,2025-11-07,14358,Modifying Reciprocal Tariff Rates Consistent With the Economic and Trade Arrangement Between the United States and the People's Republic of China,Trade,"Trade, Tariffs, and Export Promotion",1,90 FR 50729,2025-19826,50731,https://www.federalregister.gov/documents/2025/11/07/2025-19826/modifying-reciprocal-tariff-rates-consistent-with-the-economic-and-trade-arrangement-between-the,https://www.govinfo.gov/content/pkg/FR-2025-11-07/pdf/2025-19826.pdf,Presidential Document,Executive Order,50729,,
2025-11-13,2025-11-19,14359,Fostering the Future for American Children and Families,Social Welfare,Family Support and Child Wellbeing,1,90 FR 52227,2025-20406,52229,https://www.federalregister.gov/documents/2025/11/19/2025-20406/fostering-the-future-for-american-children-and-families,https://www.govinfo.gov/content/pkg/FR-2025-11-19/pdf/2025-20406.pdf,Presidential Document,Executive Order,52227,,
2025-11-14,2025-11-25,14360,Modifying the Scope of the Reciprocal Tariffs With Respect to Certain Agricultural Products,Trade,"Trade, Tariffs, and Export Promotion",1,90 FR 54091,2025-21203,54221,https://www.federalregister.gov/documents/2025/11/25/2025-21203/modifying-the-scope-of-the-reciprocal-tariffs-with-respect-to-certain-agricultural-products,https://www.govinfo.gov/content/pkg/FR-2025-11-25/pdf/2025-21203.pdf,Presidential Document,Executive Order,54091,"See: EO 14257, April 2, 2025; EO 14346; September 5, 2025; Notice of March 24, 2026 (91 FR 15517)",
2025-11-20,2025-11-26,14361,Modifying the Scope of Tariffs on the Government of Brazil,Trade,"Trade, Tariffs, and Export Promotion",1,90 FR 54467,2025-21417,54516,https://www.federalregister.gov/documents/2025/11/26/2025-21417/modifying-the-scope-of-tariffs-on-the-government-of-brazil,https://www.govinfo.gov/content/pkg/FR-2025-11-26/pdf/2025-21417.pdf,Presidential Document,Executive Order,54467,"See: EO 14323, July 30, 2025",
2025-11-24,2025-11-28,14363,Launching the Genesis Mission,Science Technology,"Technology, Science, and Artificial Intelligence Development",1,90 FR 55035,2025-21665,55039,https://www.federalregister.gov/documents/2025/11/28/2025-21665/launching-the-genesis-mission,https://www.govinfo.gov/content/pkg/FR-2025-11-28/pdf/2025-21665.pdf,Presidential Document,Executive Order,55035,,
2025-11-24,2025-11-28,14362,Designation of Certain Muslim Brotherhood Chapters as Foreign Terrorist Organizations and Specially Designated Global Terrorists,International Affairs; Law Crime,Foreign Policy and External Relations,0.93,90 FR 55033,2025-21664,55034,https://www.federalregister.gov/documents/2025/11/28/2025-21664/designation-of-certain-muslim-brotherhood-chapters-as-foreign-terrorist-organizations-and-specially,https://www.govinfo.gov/content/pkg/FR-2025-11-28/pdf/2025-21664.pdf,Presidential Document,Executive Order,55033,"See: EO 13224, September 23, 2001",
2025-12-06,2025-12-10,14364,Addressing Security Risks From Price Fixing and Anti-Competitive Behavior in the Food Supply Chain,Commerce,Domestic Investment and Market Competition,1,90 FR 57349,2025-22537,57350,https://www.federalregister.gov/documents/2025/12/10/2025-22537/addressing-security-risks-from-price-fixing-and-anti-competitive-behavior-in-the-food-supply-chain,https://www.govinfo.gov/content/pkg/FR-2025-12-10/pdf/2025-22537.pdf,Presidential Document,Executive Order,57349,,
2025-12-11,2025-12-16,14365,Ensuring a National Policy Framework for Artificial Intelligence,Science Technology,"Technology, Science, and Artificial Intelligence Development",1,90 FR 58499,2025-23092,58501,https://www.federalregister.gov/documents/2025/12/16/2025-23092/ensuring-a-national-policy-framework-for-artificial-intelligence,https://www.govinfo.gov/content/pkg/FR-2025-12-16/pdf/2025-23092.pdf,Presidential Document,Executive Order,58499,"See: EO 14179, January 23, 2025",
2025-12-11,2025-12-16,14366,Protecting American Investors From Foreign-Owned and Politically-Motivated Proxy Advisors,Commerce,Domestic Investment and Market Competition,1,90 FR 58503,2025-23093,58505,https://www.federalregister.gov/documents/2025/12/16/2025-23093/protecting-american-investors-from-foreign-owned-and-politically-motivated-proxy-advisors,https://www.govinfo.gov/content/pkg/FR-2025-12-16/pdf/2025-23093.pdf,Presidential Document,Executive Order,58503,,
2025-12-15,2025-12-18,14367,Designating Fentanyl as a Weapon of Mass Destruction,Defense,"Public Order, Crime, and Border Enforcement",0.85,90 FR 59365,2025-23417,59366,https://www.federalregister.gov/documents/2025/12/18/2025-23417/designating-fentanyl-as-a-weapon-of-mass-destruction,https://www.govinfo.gov/content/pkg/FR-2025-12-18/pdf/2025-23417.pdf,Presidential Document,Executive Order,59365,,
2025-12-18,2025-12-23,14368,Adjustments of Certain Rates of Pay,Public Admin,Executive Coordination and Administrative Task Forces,0.99,90 FR 60521,2025-23844,60535,https://www.federalregister.gov/documents/2025/12/23/2025-23844/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2025-12-23/pdf/2025-23844.pdf,Presidential Document,Executive Order,60521,,
2025-12-18,2025-12-23,14370,Increasing Medical Marijuana and Cannabidiol Research,Health,"Health, Reproductive Care, and Medical Research",1,90 FR 60541,2025-23846,60543,https://www.federalregister.gov/documents/2025/12/23/2025-23846/increasing-medical-marijuana-and-cannabidiol-research,https://www.govinfo.gov/content/pkg/FR-2025-12-23/pdf/2025-23846.pdf,Presidential Document,Executive Order,60541,,
2025-12-18,2025-12-23,14369,Ensuring American Space Superiority,Defense,"National Security, Defense, and Strategic Resilience",1,90 FR 60537,2025-23845,60540,https://www.federalregister.gov/documents/2025/12/23/2025-23845/ensuring-american-space-superiority,https://www.govinfo.gov/content/pkg/FR-2025-12-23/pdf/2025-23845.pdf,Presidential Document,Executive Order,60537,"Amends: Space Policy Directive 3, June 18, 2018
 Revokes: EO 14056, December 1, 2021
 See: EO 14186, January 27, 2025; EO 14271, April 15, 2025",
2025-12-18,2025-12-23,14371,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24, 2025, and December 26, 2025",Public Admin,Executive Coordination and Administrative Task Forces,1,90 FR 60545,2025-23847,60546,https://www.federalregister.gov/documents/2025/12/23/2025-23847/providing-for-the-closing-of-executive-departments-and-agencies-of-the-federal-government-on,https://www.govinfo.gov/content/pkg/FR-2025-12-23/pdf/2025-23847.pdf,Presidential Document,Executive Order,60545,"See: EO 11582 of February 11, 1971",
2026-01-07,2026-01-13,14372,Prioritizing the Warfighter in Defense Contracting,Defense,"National Security, Defense, and Strategic Resilience",1,91 FR 1377,2026-00554,1379,https://www.federalregister.gov/documents/2026/01/13/2026-00554/prioritizing-the-warfighter-in-defense-contracting,https://www.govinfo.gov/content/pkg/FR-2026-01-13/pdf/2026-00554.pdf,Presidential Document,Executive Order,1377,,
2026-01-09,2026-01-15,14373,Safeguarding Venezuelan Oil Revenue for the Good of the American and Venezuelan People,International Affairs,Foreign Policy and External Relations,1,91 FR 2045,2026-00831,2047,https://www.federalregister.gov/documents/2026/01/15/2026-00831/safeguarding-venezuelan-oil-revenue-for-the-good-of-the-american-and-venezuelan-people,https://www.govinfo.gov/content/pkg/FR-2026-01-15/pdf/2026-00831.pdf,Presidential Document,Executive Order,2045,,
2026-01-14,2026-01-20,14374,Establishing a Second Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,Labor; Transportation,"Workforce, Training, and Retirement Security",0.93,91 FR 2457,2026-01061,2458,https://www.federalregister.gov/documents/2026/01/20/2026-01061/establishing-a-second-emergency-board-to-investigate-disputes-between-the-long-island-rail-road,https://www.govinfo.gov/content/pkg/FR-2026-01-20/pdf/2026-01061.pdf,Presidential Document,Executive Order,2457,"See: EO 14349, September 16, 2025",
2026-01-16,2026-01-22,14375,"Designating the Board of Peace as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities",International Affairs,Foreign Policy and External Relations,1,91 FR 2837,2026-01271,2838,https://www.federalregister.gov/documents/2026/01/22/2026-01271/designating-the-board-of-peace-as-a-public-international-organization-entitled-to-enjoy-certain,https://www.govinfo.gov/content/pkg/FR-2026-01-22/pdf/2026-01271.pdf,Presidential Document,Executive Order,2837,,
2026-01-20,2026-01-23,14376,Stopping Wall Street From Competing With Main Street Homebuyers,Housing,Housing Affordability and Development Deregulation,1,91 FR 3023,2026-01424,3025,https://www.federalregister.gov/documents/2026/01/23/2026-01424/stopping-wall-street-from-competing-with-main-street-homebuyers,https://www.govinfo.gov/content/pkg/FR-2026-01-23/pdf/2026-01424.pdf,Presidential Document,Executive Order,3023,,
