Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_d,359,"[{'term': 'pelosi', 'score': 985.0}, {'term': 'trump', 'score': 961.0}, {'term': 'nancy', 'score': 704.0}, {'term': 'speaker', 'score': 233.0}, {'term': 'house', 'score': 176.0}, {'term': 'vile', 'score': 155.0}, {'term': 'woman', 'score': 154.0}, {'term': 'donald', 'score': 150.0}, {'term': 'thing', 'score': 150.0}, {'term': 'worst', 'score': 149.0}]","{'title': ""Nancy Pelosi's Legacy and Trump Feud"", 'description': ""The posts center on Nancy Pelosi's announcement of retirement from Congress, highlighting her historic role as the first female Speaker of the House and her fierce opposition to Donald Trump. They emphasize her defiant stance against Trump, his retaliatory attacks calling her 'evil,' and widespread admiration for her leadership, resilience, and impact on American politics.""}",687
part_d,360,"[{'term': 'trump', 'score': 914.0}, {'term': 'cards', 'score': 287.0}, {'term': 'card', 'score': 273.0}, {'term': 'game', 'score': 203.0}, {'term': 'playing', 'score': 126.0}, {'term': 'play', 'score': 116.0}, {'term': 'deck', 'score': 73.0}, {'term': 'games', 'score': 71.0}, {'term': 'just', 'score': 71.0}, {'term': 'hand', 'score': 65.0}]","{'title': 'Trump as a Metaphor in Card Games', 'description': ""The posts use card game terminology—especially 'trump'—as a recurring metaphor to critique Donald Trump's political actions, perceived incompetence, and authoritarian tendencies. The cluster blends humor, political commentary, and gaming culture to highlight the idea that Trump is either out of control, ill-prepared, or fundamentally misunderstanding the 'rules' of power.""}",829
part_d,361,"[{'term': 'trump', 'score': 853.0}, {'term': 'capitalism', 'score': 833.0}, {'term': 'capitalist', 'score': 113.0}, {'term': 'people', 'score': 109.0}, {'term': 'like', 'score': 109.0}, {'term': 'just', 'score': 100.0}, {'term': 'symptom', 'score': 74.0}, {'term': 'don', 'score': 66.0}, {'term': 'american', 'score': 63.0}, {'term': 'democracy', 'score': 58.0}]","{'title': 'Trump as Symptom of End-Stage Capitalism', 'description': 'These posts collectively argue that Donald Trump is not an outlier but a natural outcome of unchecked, oligarchic capitalism—where greed, corruption, and systemic inequality have eroded democracy and enabled authoritarianism. The recurring theme is that capitalism, especially in its unregulated form, inevitably produces figures like Trump who exploit power for personal gain.'}",794
part_d,362,"[{'term': 'trump', 'score': 899.0}, {'term': 'government', 'score': 348.0}, {'term': 'socialism', 'score': 272.0}, {'term': 'companies', 'score': 269.0}, {'term': 'state', 'score': 259.0}, {'term': 'capitalism', 'score': 227.0}, {'term': 'private', 'score': 192.0}, {'term': 'production', 'score': 188.0}, {'term': 'communism', 'score': 186.0}, {'term': 'means', 'score': 178.0}]","{'title': ""Trump's Government Stake in Companies Sparks 'Socialism' Debate"", 'description': ""The posts debate whether Trump's administration actions—such as acquiring stakes in private companies like Intel and influencing corporate decisions—constitute socialism or state capitalism. Critics argue these moves resemble communist or authoritarian economic models, while others label them as pragmatic state intervention, highlighting hypocrisy in Republican opposition to similar policies when enacted by Democrats.""}",730
part_d,363,"[{'term': 'trump', 'score': 2805.0}, {'term': 'communist', 'score': 1205.0}, {'term': 'socialism', 'score': 741.0}, {'term': 'communism', 'score': 554.0}, {'term': 'like', 'score': 466.0}, {'term': 'socialist', 'score': 461.0}, {'term': 'just', 'score': 266.0}, {'term': 'donald', 'score': 250.0}, {'term': 'people', 'score': 246.0}, {'term': 'democratic', 'score': 204.0}]","{'title': 'Trump, Communism, and the Politics of Labeling', 'description': ""The posts revolve around the recurring and often ironic use of the terms 'communist' and 'socialist' to describe Donald Trump, highlighting the confusion, satire, and political weaponization of these labels. Many contributors critique the misuse of these terms, while others use the comparisons to underscore perceived authoritarian tendencies and economic policies that resemble state control, regardless of ideological intent.""}",2450
part_d,364,"[{'term': 'trump', 'score': 701.0}, {'term': 'chamberlain', 'score': 517.0}, {'term': 'neville', 'score': 261.0}, {'term': 'appeasement', 'score': 235.0}, {'term': 'hitler', 'score': 227.0}, {'term': 'work', 'score': 109.0}, {'term': 'like', 'score': 105.0}, {'term': 'time', 'score': 100.0}, {'term': 'war', 'score': 95.0}, {'term': 'peace', 'score': 94.0}]","{'title': 'Trump and the Chamberlain Comparison', 'description': 'The posts repeatedly draw a parallel between Donald Trump and Neville Chamberlain, accusing Western leaders of appeasing Trump in a way that mirrors pre-WWII attempts to placate Hitler. The central theme is that such appeasement only emboldens authoritarian behavior and risks long-term global consequences.'}",644
part_d,365,"[{'term': 'trump', 'score': 744.0}, {'term': 'liberals', 'score': 241.0}, {'term': 'liberal', 'score': 117.0}, {'term': 'conservative', 'score': 110.0}, {'term': 'like', 'score': 100.0}, {'term': 'just', 'score': 94.0}, {'term': 'conservatism', 'score': 82.0}, {'term': 'libertarians', 'score': 76.0}, {'term': 'libertarian', 'score': 69.0}, {'term': 'don', 'score': 66.0}]","{'title': 'Trump and the Collapse of Conservative Identity', 'description': 'These posts critique the conflation of Donald Trump with conservatism, arguing that Trumpism diverges from traditional conservative principles. Many contributors highlight how self-identified conservatives, libertarians, and liberals are redefining or abandoning their ideologies in response to Trump’s rise, exposing ideological contradictions and the erosion of principled political discourse.'}",661
part_d,366,"[{'term': 'trump', 'score': 324.0}, {'term': 'journalists', 'score': 280.0}, {'term': 'arresting', 'score': 126.0}, {'term': 'arrested', 'score': 100.0}, {'term': 'black', 'score': 76.0}, {'term': 'arrest', 'score': 66.0}, {'term': 'journalist', 'score': 63.0}, {'term': 'regime', 'score': 54.0}, {'term': 'administration', 'score': 48.0}, {'term': 'reporters', 'score': 37.0}]","{'title': 'Trump Admin Arrests Journalists – First Amendment Under Siege', 'description': 'Multiple posts condemn the arrest of journalists, particularly Black reporters, by the Trump administration during protests, calling it a fascist tactic that violates the First Amendment and signals a dangerous erosion of democracy in the U.S.'}",330
part_d,367,"[{'term': 'trump', 'score': 1140.0}, {'term': 'accounts', 'score': 815.0}, {'term': '000', 'score': 301.0}, {'term': 'account', 'score': 243.0}, {'term': 'children', 'score': 238.0}, {'term': 'kids', 'score': 205.0}, {'term': 'money', 'score': 167.0}, {'term': 'tax', 'score': 165.0}, {'term': 'new', 'score': 163.0}, {'term': 'savings', 'score': 150.0}]","{'title': 'Trump Accounts: Hype vs. Reality', 'description': ""The 'Trump Accounts' initiative promises $1,000 seed money for children born between 2025 and 2028, but critics argue it benefits wealthier families, relies on complex rules, and distracts from urgent needs like childcare and poverty relief. While marketed as a pro-family policy, it's seen by many as a branding stunt with limited real impact.""}",528
part_d,368,"[{'term': 'accounts', 'score': 1025.0}, {'term': 'trump', 'score': 1025.0}, {'term': 'dell', 'score': 979.0}, {'term': '25', 'score': 732.0}, {'term': 'michael', 'score': 717.0}, {'term': 'billion', 'score': 600.0}, {'term': 'susan', 'score': 564.0}, {'term': 'children', 'score': 421.0}, {'term': 'donate', 'score': 291.0}, {'term': 'families', 'score': 255.0}]","{'title': ""Dell's $6.25B Donation to 'Trump Accounts' Sparks Outrage"", 'description': ""The posts critique Michael and Susan Dell's $6.25 billion pledge to fund 'Trump Accounts' for children, questioning its motives, transparency, and alignment with Trump's policies. Critics argue it's a political stunt, a tax shelter, or a scam that benefits the wealthy while diverting attention from systemic issues like child poverty and public services.""}",534
part_d,369,"[{'term': 'trump', 'score': 866.0}, {'term': 'tech', 'score': 742.0}, {'term': 'valley', 'score': 312.0}, {'term': 'silicon', 'score': 303.0}, {'term': 'big', 'score': 136.0}, {'term': 'like', 'score': 118.0}, {'term': 'bros', 'score': 105.0}, {'term': 'year', 'score': 95.0}, {'term': 'industry', 'score': 78.0}, {'term': 'got', 'score': 74.0}]","{'title': ""Silicon Valley's Trump Alignment Backlash"", 'description': ""A growing wave of criticism targets Silicon Valley's embrace of Donald Trump, with tech leaders accused of prioritizing profit and power over ethics, democracy, and their own ideals. The posts highlight a deepening rift between the tech elite's public loyalty to Trump and internal dissent among workers and observers.""}",670
part_d,370,"[{'term': 'trump', 'score': 437.0}, {'term': 'journalist', 'score': 228.0}, {'term': 'journalists', 'score': 135.0}, {'term': 'murder', 'score': 106.0}, {'term': 'like', 'score': 78.0}, {'term': 'murdered', 'score': 67.0}, {'term': 'american', 'score': 52.0}, {'term': 'just', 'score': 43.0}, {'term': 'reporter', 'score': 39.0}, {'term': 'people', 'score': 39.0}]","{'title': 'Trump Defends Murder of Journalist', 'description': ""The posts condemn Donald Trump for publicly downplaying the murder and dismemberment of a U.S. journalist, highlighting his apparent admiration for the authoritarian leader responsible and his broader pattern of hostility toward the press. The cluster underscores concerns over Trump's normalization of violence against journalists and his alignment with oppressive regimes.""}",386
part_d,371,"[{'term': 'trump', 'score': 646.0}, {'term': 'meloni', 'score': 571.0}, {'term': 'italian', 'score': 167.0}, {'term': 'giorgia', 'score': 144.0}, {'term': 'italy', 'score': 126.0}, {'term': 'right', 'score': 100.0}, {'term': 'prime', 'score': 90.0}, {'term': 'minister', 'score': 88.0}, {'term': 'eu', 'score': 88.0}, {'term': 'la', 'score': 74.0}]","{'title': 'Meloni, Trump, and the EU Tensions', 'description': ""The posts center on Italian Prime Minister Giorgia Meloni's complex relationship with Donald Trump, highlighting her perceived political alignment with him, criticism of her pro-Trump stance, and tensions within the EU. They also discuss her controversial public reactions, alleged opportunism, and concerns over her far-right affiliations and impact on European unity.""}",511
part_d,372,"[{'term': 'trump', 'score': 532.0}, {'term': '2025', 'score': 366.0}, {'term': 'donald', 'score': 324.0}, {'term': 'fuck', 'score': 177.0}, {'term': 'today', 'score': 143.0}, {'term': '2026', 'score': 118.0}, {'term': 'dicks', 'score': 117.0}, {'term': 'bag', 'score': 117.0}, {'term': 'october', 'score': 114.0}, {'term': 'eat', 'score': 112.0}]","{'title': 'Trump Hate and 2025-2026 Outrage', 'description': 'A series of vitriolic, date-stamped social media posts expressing intense anger and contempt toward Donald Trump throughout 2025 and early 2026, featuring repetitive, hyperbolic insults and calls for his downfall. The posts reflect deep political frustration and a desire for his removal from power.'}",506
part_d,373,"[{'term': 'karma', 'score': 375.0}, {'term': 'trump', 'score': 359.0}, {'term': 'donald', 'score': 38.0}, {'term': 'coming', 'score': 37.0}, {'term': 'like', 'score': 33.0}, {'term': 'just', 'score': 33.0}, {'term': 'people', 'score': 32.0}, {'term': 'hope', 'score': 30.0}, {'term': 'deserves', 'score': 28.0}, {'term': 'believe', 'score': 27.0}]","{'title': 'Karma vs. Trump: Belief and Betrayal', 'description': 'These posts express a widespread longing for justice and retribution against Donald Trump, framing karma as a moral force that should hold him accountable for his actions. While many users express faith in karma as a cosmic balance, others reject it entirely, citing Trump’s continued influence as proof that justice is absent in the real world.'}",347
part_d,374,"[{'term': 'trump', 'score': 1402.0}, {'term': 'distraction', 'score': 638.0}, {'term': 'distract', 'score': 357.0}, {'term': 'just', 'score': 189.0}, {'term': 'distractions', 'score': 176.0}, {'term': 'people', 'score': 151.0}, {'term': 'attention', 'score': 145.0}, {'term': 'things', 'score': 129.0}, {'term': 'does', 'score': 122.0}, {'term': 'doing', 'score': 121.0}]","{'title': ""Trump's Constant Distractions"", 'description': 'The posts collectively highlight how Donald Trump consistently uses chaotic, attention-grabbing behavior to divert focus from serious issues like policy failures, corruption, and crises. Many argue this is a deliberate tactic to overwhelm public discourse and avoid accountability.'}",1313
part_d,375,"[{'term': 'thune', 'score': 467.0}, {'term': 'trump', 'score': 351.0}, {'term': 'john', 'score': 163.0}, {'term': 'republican', 'score': 100.0}, {'term': 'senate', 'score': 92.0}, {'term': 'leader', 'score': 81.0}, {'term': 'just', 'score': 75.0}, {'term': 'like', 'score': 61.0}, {'term': 'majority', 'score': 48.0}, {'term': 'maga', 'score': 38.0}]","{'title': ""John Thune's Loyalty to Trump Under Scrutiny"", 'description': ""The posts collectively criticize Senator John Thune for perceived cowardice and blind loyalty to Donald Trump, accusing him of prioritizing political survival over principle and enabling Trump's controversial actions as Senate Majority Leader.""}",394
part_d,376,"[{'term': 'trump', 'score': 335.0}, {'term': 'miller', 'score': 225.0}, {'term': 'noem', 'score': 212.0}, {'term': 'vance', 'score': 192.0}, {'term': 'bondi', 'score': 172.0}, {'term': 'hegseth', 'score': 132.0}, {'term': 'homan', 'score': 87.0}, {'term': 'patel', 'score': 84.0}, {'term': 'rubio', 'score': 67.0}, {'term': 'johnson', 'score': 61.0}]","{'title': 'List of Trump Allies and Enablers', 'description': 'The posts repeatedly name a core group of political figures closely associated with Donald Trump, including Stephen Miller, Kristi Noem, JD Vance, Pam Bondi, Pete Hegseth, Tom Homan, and others, accusing them of complicity in a shared political agenda. The tone is accusatory, emphasizing collective responsibility and calling for accountability.'}",318
part_d,377,"[{'term': 'trump', 'score': 1017.0}, {'term': 'plenary', 'score': 930.0}, {'term': 'miller', 'score': 907.0}, {'term': 'authority', 'score': 845.0}, {'term': 'stephen', 'score': 628.0}, {'term': 'power', 'score': 393.0}, {'term': 'cnn', 'score': 282.0}, {'term': 'said', 'score': 281.0}, {'term': 'interview', 'score': 215.0}, {'term': 'president', 'score': 182.0}]","{'title': ""Stephen Miller's 'Plenary Authority' Slip"", 'description': ""A cluster of posts discusses White House aide Stephen Miller's controversial claim during a CNN interview that President Trump has 'plenary authority'—meaning absolute, unchecked power—followed by an abrupt pause and speculation that the segment was edited. Critics interpret the moment as a revealing admission of the administration's push for authoritarian control, with widespread concern over the erosion of constitutional checks and balances.""}",692
part_d,378,"[{'term': 'vought', 'score': 522.0}, {'term': 'trump', 'score': 500.0}, {'term': 'russell', 'score': 222.0}, {'term': 'russ', 'score': 122.0}, {'term': 'just', 'score': 64.0}, {'term': 'president', 'score': 49.0}, {'term': 'government', 'score': 47.0}, {'term': 'man', 'score': 44.0}, {'term': 'people', 'score': 44.0}, {'term': 'evil', 'score': 38.0}]","{'title': ""Russell Vought: The Shadow Architect of Trump's Regime"", 'description': ""These posts collectively portray Russell Vought as the true power behind Donald Trump's second administration, accusing him of wielding unchecked influence, orchestrating government dismantling, and advancing a radical agenda. The recurring theme is that Vought, not Trump, is the driving force behind authoritarian policies and systemic damage to American democracy.""}",432
part_d,379,"[{'term': 'miller', 'score': 20305.0}, {'term': 'trump', 'score': 19734.0}, {'term': 'stephen', 'score': 9452.0}, {'term': 'president', 'score': 2263.0}, {'term': 'like', 'score': 2159.0}, {'term': 'just', 'score': 2073.0}, {'term': 'running', 'score': 1449.0}, {'term': 'people', 'score': 1394.0}, {'term': 'think', 'score': 1357.0}, {'term': 'know', 'score': 1119.0}]","{'title': ""Stephen Miller's Shadow Rule in Trump's Administration"", 'description': ""These posts collectively condemn Stephen Miller as the true power behind Donald Trump's administration, accusing him of being a far-right extremist, architect of cruel policies, and a manipulative force driving authoritarian agendas. The recurring theme is that Miller, not Trump, is the real decision-maker, wielding unchecked influence over immigration, national security, and political strategy.""}",16544
part_d,380,"[{'term': 'trump', 'score': 876.0}, {'term': 'somalis', 'score': 504.0}, {'term': 'status', 'score': 486.0}, {'term': 'temporary', 'score': 469.0}, {'term': 'protected', 'score': 432.0}, {'term': 'minnesota', 'score': 421.0}, {'term': 'somali', 'score': 356.0}, {'term': 'administration', 'score': 302.0}, {'term': 'protections', 'score': 282.0}, {'term': 'president', 'score': 190.0}]","{'title': 'Trump Ends TPS for Somalis in Minnesota', 'description': 'The Trump administration announced the termination of Temporary Protected Status (TPS) for Somali immigrants in Minnesota, citing alleged gang activity and fraud, prompting widespread condemnation as racist and politically motivated. The decision affects thousands, requiring them to leave the U.S. by March 17, 2026.'}",403
part_d,381,"[{'term': 'california', 'score': 528.0}, {'term': 'trump', 'score': 485.0}, {'term': 'law', 'score': 413.0}, {'term': 'agents', 'score': 317.0}, {'term': 'federal', 'score': 305.0}, {'term': 'administration', 'score': 261.0}, {'term': 'masks', 'score': 260.0}, {'term': 'ice', 'score': 241.0}, {'term': 'newsom', 'score': 232.0}, {'term': 'enforcement', 'score': 197.0}]","{'title': 'California vs. Trump: Mask Ban for Federal Agents', 'description': 'California passed a first-of-its-kind law banning federal agents, including ICE officers, from wearing masks during operations, citing accountability and transparency. The Trump administration sued the state, claiming the law threatens officer safety and exceeds state authority, sparking a legal and political showdown over federal vs. state power.'}",322
part_d,382,"[{'term': 'year', 'score': 401.0}, {'term': 'new', 'score': 367.0}, {'term': 'happy', 'score': 325.0}, {'term': 'trump', 'score': 279.0}, {'term': 'fuck', 'score': 64.0}, {'term': 'maga', 'score': 53.0}, {'term': 'donald', 'score': 48.0}, {'term': 'greeting', 'score': 47.0}, {'term': '2026', 'score': 43.0}, {'term': 'card', 'score': 40.0}]","{'title': 'Hateful New Year Wishes for Trump and MAGA', 'description': ""These posts express intense hostility toward Donald Trump and his supporters, with repeated calls for his downfall, impeachment, and suffering. The tone is uniformly negative, using inflammatory language and celebratory rhetoric around the idea of Trump's political and personal demise.""}",325
part_d,383,"[{'term': 'bsky', 'score': 647.0}, {'term': 'trump', 'score': 646.0}, {'term': '10', 'score': 641.0}, {'term': 'social', 'score': 639.0}, {'term': 'minutes', 'score': 637.0}, {'term': '30', 'score': 637.0}, {'term': 'ad', 'score': 637.0}, {'term': 'items', 'score': 631.0}, {'term': 'america', 'score': 472.0}, {'term': 'republicans', 'score': 175.0}]","{'title': 'Trump, America, and Political Tensions', 'description': 'The posts center on Donald Trump, recurring mentions of America, and a strong focus on political figures, parties, and events, including Democrats, Republicans, Minnesota, and recent developments like agents, immigration, and elections. Themes of polarization, activism, and regional focus (especially Minneapolis) are prevalent.'}",647
part_d,384,"[{'term': 'trump', 'score': 3292.0}, {'term': 'housing', 'score': 2125.0}, {'term': 'homes', 'score': 1023.0}, {'term': 'prices', 'score': 797.0}, {'term': 'buying', 'score': 622.0}, {'term': 'people', 'score': 601.0}, {'term': 'home', 'score': 599.0}, {'term': 'investors', 'score': 576.0}, {'term': 'president', 'score': 536.0}, {'term': 'family', 'score': 478.0}]","{'title': ""Trump's Housing Contradictions"", 'description': ""The posts critique Donald Trump's conflicting stance on housing, highlighting his public promise to make homes affordable while privately advocating to keep prices high for existing homeowners. Critics argue the plan benefits the wealthy and real estate investors, undermines affordability, and ignores systemic issues like local zoning and construction restrictions.""}",2335
part_d,385,"[{'term': 'trump', 'score': 2415.0}, {'term': 'year', 'score': 1834.0}, {'term': 'mortgage', 'score': 1733.0}, {'term': '50', 'score': 1616.0}, {'term': 'mortgages', 'score': 679.0}, {'term': 'housing', 'score': 411.0}, {'term': 'idea', 'score': 405.0}, {'term': 'home', 'score': 328.0}, {'term': 'president', 'score': 321.0}, {'term': 'donald', 'score': 315.0}]","{'title': ""Trump's 50-Year Mortgage Plan Sparks Backlash"", 'description': ""The Trump administration's proposal for 50-year mortgages and a $200 billion bond purchase has drawn widespread criticism for increasing long-term debt, risking financial stability, and misleading voters with short-term affordability claims. Experts and conservatives alike warn the plan would trap borrowers in decades of debt and worsen the housing crisis.""}",1657
part_d,386,"[{'term': 'republican', 'score': 351.0}, {'term': 'accusation', 'score': 299.0}, {'term': 'confession', 'score': 255.0}, {'term': 'admission', 'score': 55.0}, {'term': 'party', 'score': 35.0}, {'term': 'guilt', 'score': 32.0}, {'term': 'republicans', 'score': 27.0}, {'term': 'know', 'score': 25.0}, {'term': 'remember', 'score': 25.0}, {'term': 'people', 'score': 23.0}]","{'title': 'Every Republican Accusation Is a Confession', 'description': 'This cluster of posts repeatedly asserts that Republican accusations are not genuine critiques but rather admissions of guilt, projections of their own behavior, or expressions of intent. The recurring theme centers on political projection and hypocrisy, framing Republican rhetoric as self-incriminating.'}",352
part_d,387,"[{'term': 'desk', 'score': 419.0}, {'term': 'trump', 'score': 358.0}, {'term': 'resolute', 'score': 318.0}, {'term': 'mar', 'score': 123.0}, {'term': 'lago', 'score': 118.0}, {'term': 'oval', 'score': 84.0}, {'term': 'office', 'score': 79.0}, {'term': 'stole', 'score': 73.0}, {'term': 'house', 'score': 64.0}, {'term': 'white', 'score': 58.0}]","{'title': 'Trump and the Resolute Desk Controversy', 'description': ""A cluster of social media posts debates whether Donald Trump stole the historic Resolute Desk from the Oval Office, with claims of it being moved to Mar-a-Lago or replaced with a replica. While fact-checkers like Snopes and official sources confirm the desk remained in Washington, D.C., the controversy persists as a symbol of distrust in Trump's actions and transparency.""}",302
part_d,388,"[{'term': 'trump', 'score': 4026.0}, {'term': 'bolton', 'score': 3692.0}, {'term': 'john', 'score': 2062.0}, {'term': 'adviser', 'score': 1171.0}, {'term': 'national', 'score': 1122.0}, {'term': 'classified', 'score': 1097.0}, {'term': 'security', 'score': 1076.0}, {'term': 'indicted', 'score': 985.0}, {'term': 'charges', 'score': 702.0}, {'term': 'information', 'score': 663.0}]","{'title': ""Bolton Indictment: Trump's Vengeance or Justice?"", 'description': ""The posts center on the criminal indictment of former National Security Advisor John Bolton over classified documents, with widespread debate over whether it's a legitimate prosecution or a politically motivated act of revenge by Donald Trump. Many highlight the perceived hypocrisy, comparing Bolton’s alleged actions to Trump’s own handling of classified materials.""}",2164
part_d,389,"[{'term': 'trump', 'score': 1806.0}, {'term': 'chagos', 'score': 1371.0}, {'term': 'uk', 'score': 938.0}, {'term': 'islands', 'score': 869.0}, {'term': 'deal', 'score': 766.0}, {'term': 'stupidity', 'score': 475.0}, {'term': 'mauritius', 'score': 458.0}, {'term': 'act', 'score': 421.0}, {'term': 'great', 'score': 417.0}, {'term': 'says', 'score': 405.0}]","{'title': ""Trump's U-Turn on Chagos Islands Deal"", 'description': 'A cluster of posts criticizes Donald Trump for reversing his earlier support of the UK-Mauritius agreement on the Chagos Islands, calling his sudden opposition a politically motivated stunt tied to his push for Greenland. The posts highlight the inconsistency, diplomatic fallout, and concerns over sovereignty, justice for the Chagossians, and the erosion of trust in U.S.-UK relations.'}",1050
part_d,390,"[{'term': 'trump', 'score': 419.0}, {'term': 'class', 'score': 368.0}, {'term': 'oxymoron', 'score': 95.0}, {'term': 'words', 'score': 91.0}, {'term': 'sentence', 'score': 76.0}, {'term': 'belong', 'score': 31.0}, {'term': 'used', 'score': 26.0}, {'term': 'time', 'score': 23.0}, {'term': 'don', 'score': 21.0}, {'term': 'moron', 'score': 20.0}]","{'title': 'Trump Class: The Ultimate Oxymoron', 'description': ""The posts collectively ridicule the phrase 'Trump Class' as a glaring contradiction, emphasizing that Donald Trump's behavior and persona are fundamentally incompatible with the concept of class, dignity, or refinement. The recurring theme is that the words 'Trump' and 'class' are mutually exclusive, often framed as an oxymoron.""}",406
part_d,391,"[{'term': 'trump', 'score': 2556.0}, {'term': 'piggy', 'score': 1418.0}, {'term': 'pig', 'score': 1167.0}, {'term': 'pigs', 'score': 591.0}, {'term': 'quiet', 'score': 491.0}, {'term': 'like', 'score': 300.0}, {'term': 'donald', 'score': 215.0}, {'term': 'just', 'score': 193.0}, {'term': 'calling', 'score': 181.0}, {'term': 'miss', 'score': 155.0}]","{'title': ""Trump as 'Piggy': A Viral Insult Movement"", 'description': ""Users collectively mock Donald Trump by reappropriating his 'quiet piggy' comment, turning it into a rallying cry against his behavior. The posts blend satire, political critique, and animal advocacy, emphasizing Trump's perceived moral failings while defending pigs' intelligence and dignity.""}",2417
part_d,392,"[{'term': 'trump', 'score': 760.0}, {'term': 'gaslighting', 'score': 635.0}, {'term': 'people', 'score': 98.0}, {'term': 'gaslight', 'score': 93.0}, {'term': 'just', 'score': 91.0}, {'term': 'like', 'score': 78.0}, {'term': 'administration', 'score': 66.0}, {'term': 'lies', 'score': 52.0}, {'term': 'america', 'score': 52.0}, {'term': 'regime', 'score': 50.0}]","{'title': ""Trump's Systemic Gaslighting"", 'description': 'The posts collectively highlight how the Trump administration and its supporters are accused of widespread, deliberate gaslighting—denying facts, distorting reality, and manipulating public perception. This pattern is portrayed as a core strategy of political control and psychological manipulation.'}",718
part_d,393,"[{'term': 'trump', 'score': 1898.0}, {'term': 'tate', 'score': 1706.0}, {'term': 'andrew', 'score': 1007.0}, {'term': 'sex', 'score': 780.0}, {'term': 'accused', 'score': 643.0}, {'term': 'barron', 'score': 560.0}, {'term': 'trafficker', 'score': 491.0}, {'term': 'trafficking', 'score': 450.0}, {'term': 'federal', 'score': 435.0}, {'term': 'investigation', 'score': 434.0}]","{'title': ""Trump Admin's Role in Freeing Accused Sex Trafficker Tate"", 'description': 'A cluster of posts alleges that the Trump administration intervened to help Andrew Tate, an accused sex trafficker and misogynist influencer, evade justice in Romania and gain entry into the U.S., with ties to Barron Trump and White House officials. The posts highlight concerns over political favoritism, abuse of power, and the normalization of predatory figures within conservative circles.'}",1282
part_d,394,"[{'term': 'trump', 'score': 2642.0}, {'term': 'irs', 'score': 1698.0}, {'term': 'tax', 'score': 1598.0}, {'term': 'billion', 'score': 1366.0}, {'term': '10', 'score': 1336.0}, {'term': 'treasury', 'score': 1166.0}, {'term': 'sues', 'score': 761.0}, {'term': 'leak', 'score': 664.0}, {'term': 'returns', 'score': 574.0}, {'term': 'department', 'score': 529.0}]","{'title': 'Trump Sues IRS for $10B Over Tax Leak', 'description': 'Donald Trump and his sons are suing the IRS and Treasury Department for $10 billion, claiming the agencies failed to prevent the leak of his tax returns. Critics call it a self-serving, conflict-ridden lawsuit that exploits his presidential power to demand taxpayer money.'}",1269
part_d,395,"[{'term': 'trump', 'score': 1142.0}, {'term': 'endorsement', 'score': 524.0}, {'term': 'endorsed', 'score': 271.0}, {'term': 'death', 'score': 204.0}, {'term': 'kiss', 'score': 169.0}, {'term': 'candidate', 'score': 165.0}, {'term': 'candidates', 'score': 133.0}, {'term': 'lost', 'score': 107.0}, {'term': 'endorsements', 'score': 103.0}, {'term': 'like', 'score': 97.0}]","{'title': 'Trump Endorsement: Political Curse', 'description': ""Recent election results show that candidates endorsed by Donald Trump have consistently lost, leading many Republicans to view his endorsement as a liability rather than an asset. The once-powerful backing now carries a stigma, seen as toxic and damaging to a candidate's chances.""}",995
part_d,396,"[{'term': 'trump', 'score': 2036.0}, {'term': 'credit', 'score': 1916.0}, {'term': 'card', 'score': 1695.0}, {'term': 'rates', 'score': 1090.0}, {'term': 'cap', 'score': 1081.0}, {'term': '10', 'score': 991.0}, {'term': 'year', 'score': 569.0}, {'term': 'president', 'score': 401.0}, {'term': 'banks', 'score': 317.0}, {'term': 'donald', 'score': 285.0}]","{'title': ""Trump's 10% Credit Card Rate Cap Proposal"", 'description': ""The posts center on Donald Trump's announcement calling for a one-year, 10% cap on credit card interest rates, sparking debate over its feasibility, legality, and political motivations. Critics argue Trump lacks the authority to impose such a cap unilaterally, while supporters see it as a populist move to address affordability.""}",1257
part_d,397,"[{'term': 'trump', 'score': 1091.0}, {'term': 'bush', 'score': 1070.0}, {'term': 'george', 'score': 344.0}, {'term': 'president', 'score': 234.0}, {'term': 'like', 'score': 168.0}, {'term': 'worse', 'score': 156.0}, {'term': 'bad', 'score': 118.0}, {'term': 'people', 'score': 109.0}, {'term': 'worst', 'score': 102.0}, {'term': 'just', 'score': 99.0}]","{'title': 'Bush vs. Trump: A Nostalgia Battle', 'description': 'These posts compare George W. Bush and Donald Trump, with many users arguing that while Bush was deeply flawed, Trump is far worse—both in competence and moral character. The recurring theme is that Trump’s presidency makes Bush appear almost reasonable by comparison, sparking debate over historical revisionism and political accountability.'}",964
part_d,398,"[{'term': 'trump', 'score': 592.0}, {'term': 'new', 'score': 321.0}, {'term': 'nyc', 'score': 257.0}, {'term': 'york', 'score': 195.0}, {'term': 'mayor', 'score': 143.0}, {'term': 'city', 'score': 103.0}, {'term': 'ny', 'score': 76.0}, {'term': 'like', 'score': 67.0}, {'term': 'yorkers', 'score': 66.0}, {'term': 'think', 'score': 62.0}]","{'title': ""Trump's Obsession with NYC's Approval"", 'description': ""The posts revolve around Donald Trump's deep, conflicted relationship with New York City—his birthplace and lifelong home. Despite being widely despised by New Yorkers, Trump is portrayed as desperately seeking their approval, even expressing a desire to be mayor, highlighting his emotional and political fixation on NYC's validation.""}",526
